movie,year,rating,genre,imdb,metascore,votes,grosses,n_imdb,runtime_min
The Last Kiss,2006,R,"['Comedy', ' Drama', ' Romance']",6.4,57,40597,11596143.0,64,115
Secret Admirer,1985,,"['Comedy', ' Romance']",6.6,46,6285,8622757.0,66,90
East Is East,1999,,"['Comedy', ' Drama']",6.9,74,16878,4170647.0,69,96
The Jane Austen Book Club,2007,PG-13,"['Comedy', ' Drama', ' Romance']",6.8,61,25853,3573870.0,68,106
Elvira's Haunted Hills,2001,PG-13,"['Comedy', ' Horror']",5.9,48,2807,,59,90
Tallulah,2016,,"['Comedy', ' Drama', ' Romance']",6.7,63,17391,,67,111
She's Gotta Have It,1986,,"['Comedy', ' Romance']",6.7,79,11232,7137502.0,67,84
"War, Inc.",2008,R,"['Action', ' Comedy', ' Thriller']",5.6,37,21312,580862.0,56,107
Air America,1990,,"['Action', ' Comedy', ' War']",5.8,33,26630,31053601.0,58,113
Take This Waltz,2011,R,"['Comedy', ' Drama']",6.5,68,26882,1237514.0,65,116
Bride & Prejudice,2004,PG-13,"['Comedy', ' Drama', ' Musical']",6.2,55,19723,6601079.0,62,122
Poms,2019,PG-13,"['Comedy', ' Drama', ' Sport']",5.9,36,3736,13631124.0,59,90
Arthur et les Minimoys,2006,PG,"['Animation', ' Adventure', ' Comedy']",6.0,39,32502,15132763.0,60,94
Parental Guidance,2012,PG,"['Comedy', ' Family']",6.0,36,24620,77267296.0,60,105
Heisei tanuki gassen ponpoko,1994,PG,"['Animation', ' Comedy', ' Drama']",7.3,77,24092,,73,119
Coffee and Cigarettes,2003,R,"['Comedy', ' Drama', ' Music']",7.1,65,58951,1971135.0,71,95
Motel Hell,1980,,"['Comedy', ' Horror', ' Thriller']",6.0,64,9623,6342668.0,60,101
Curious George,2006,,"['Animation', ' Adventure', ' Comedy']",6.5,62,15264,58640119.0,65,87
Dream Horse,2020,PG,"['Biography', ' Comedy', ' Drama']",5.8,68,123,,58,113
Le tout nouveau testament,2015,,"['Comedy', ' Fantasy']",7.1,70,28886,89182.0,71,114
The Pirate Movie,1982,,"['Adventure', ' Comedy', ' Musical']",5.3,19,3979,,53,105
Choses secrètes,2002,,"['Comedy', ' Drama', ' Fantasy']",6.1,55,4512,104533.0,61,115
Victor Victoria,1982,,"['Comedy', ' Music', ' Romance']",7.6,84,19137,21933614.0,76,134
The Pick-up Artist,1987,,"['Comedy', ' Crime', ' Drama']",5.3,47,6356,13290368.0,53,81
The Joneses,2009,R,"['Comedy', ' Drama']",6.5,55,38113,1474508.0,65,96
D.E.B.S.,2004,PG-13,"['Action', ' Comedy', ' Romance']",5.3,42,14642,96793.0,53,91
Thomas and the Magic Railroad,2000,,"['Adventure', ' Comedy', ' Drama']",4.1,19,3670,15911333.0,41,85
Friday After Next,2002,R,"['Comedy', ' Drama']",5.8,35,25215,32983713.0,58,85
Deconstructing Harry,1997,R,['Comedy'],7.4,61,41839,10686841.0,74,96
Goon: Last of the Enforcers,2017,R,"['Comedy', ' Sport']",5.8,48,11873,,58,101
Chalet Girl,2011,R,"['Comedy', ' Romance', ' Sport']",6.3,42,23618,1201.0,63,97
This Must Be the Place,2011,R,"['Comedy', ' Drama']",6.7,61,32114,142242.0,67,118
Just Before I Go,2014,R,"['Comedy', ' Drama']",6.4,24,17502,8129.0,64,95
Beats,2019,,"['Comedy', ' Crime', ' Drama']",7.1,74,2717,,71,101
Hot Dog ...The Movie,1984,,"['Comedy', ' Romance', ' Sport']",5.0,39,3022,20307325.0,50,96
Hampstead,2017,PG-13,"['Comedy', ' Drama', ' Romance']",6.0,53,4685,143819.0,60,102
Paddleton,2019,,"['Comedy', ' Drama']",7.2,70,10307,,72,89
Another Year,2010,PG-13,"['Comedy', ' Drama']",7.3,80,27525,3205706.0,73,129
42nd Street,1933,,"['Comedy', ' Musical', ' Romance']",7.4,83,10525,2300000.0,74,89
Up the Academy,1980,,['Comedy'],4.9,29,1530,,49,87
Biloxi Blues,1988,,"['Comedy', ' Drama']",6.6,61,14077,43184798.0,66,106
Behind the Mask: The Rise of Leslie Vernon,2006,R,"['Comedy', ' Horror', ' Thriller']",6.7,66,21281,69136.0,67,92
Wildcats,1986,,"['Comedy', ' Sport']",6.0,41,11690,26285544.0,60,106
Jackass Number Two,2006,R,"['Documentary', ' Action', ' Comedy']",7.0,66,65754,72778712.0,70,92
Clay Pigeons,1998,R,"['Comedy', ' Crime']",6.6,46,10558,1789892.0,66,104
The Look of Love,2013,,"['Biography', ' Comedy', ' Drama']",6.0,57,6528,21252.0,60,101
Salmon Fishing in the Yemen,2011,PG-13,"['Comedy', ' Drama', ' Romance']",6.8,58,61360,9025107.0,68,107
Private Benjamin,1980,R,"['Comedy', ' War']",6.2,59,23077,69847348.0,62,109
Violet & Daisy,2011,R,"['Action', ' Comedy', ' Crime']",6.1,43,11922,17186.0,61,88
Bob & Carol & Ted & Alice,1969,,"['Comedy', ' Drama', ' Romance']",6.8,72,5951,31897253.0,68,105
Hercules in New York,1970,,"['Adventure', ' Comedy', ' Fantasy']",3.3,23,16910,,33,92
Dog Days,2018,PG,"['Comedy', ' Drama', ' Romance']",6.2,47,3954,6809080.0,62,113
Alfie,2004,R,"['Comedy', ' Drama', ' Romance']",6.2,49,50164,13399812.0,62,103
The Goodbye Girl,1977,,"['Comedy', ' Drama', ' Romance']",7.4,64,12298,102000000.0,74,111
Bottle Shock,2008,PG-13,"['Comedy', ' Drama']",6.8,56,14890,4040588.0,68,110
Holy Smoke,1999,R,"['Comedy', ' Drama']",5.9,57,13798,1758780.0,59,115
Suicide Kings,1997,R,"['Comedy', ' Crime', ' Drama']",6.9,43,25886,1692872.0,69,106
And So It Goes,2014,PG-13,"['Comedy', ' Drama', ' Romance']",5.8,38,12572,15155772.0,58,94
Grey Gardens,1975,,"['Documentary', ' Comedy', ' Drama']",7.6,82,11922,30966.0,76,95
Paul Blart: Mall Cop 2,2015,PG,"['Action', ' Comedy', ' Crime']",4.4,13,33542,71038190.0,44,94
Igby Goes Down,2002,R,"['Comedy', ' Drama']",6.9,72,31711,4681503.0,69,98
Maggie's Plan,2015,R,"['Comedy', ' Drama', ' Romance']",6.2,76,15616,3351230.0,62,98
Drumline,2002,PG-13,"['Comedy', ' Drama', ' Romance']",5.8,63,32610,56399184.0,58,118
Some Kind of Beautiful,2014,R,"['Comedy', ' Romance']",5.7,11,13421,,57,99
Prizzi's Honor,1985,,"['Comedy', ' Crime', ' Drama']",6.7,84,22382,26700000.0,67,130
King Solomon's Mines,1985,,"['Action', ' Adventure', ' Comedy']",5.3,29,12308,15057465.0,53,100
I'm Gonna Git You Sucka,1988,,"['Action', ' Comedy', ' Crime']",6.6,48,12099,13030057.0,66,88
Pushing Tin,1999,R,"['Comedy', ' Drama', ' Romance']",6.0,47,28003,8406264.0,60,124
Strictly Ballroom,1992,PG,"['Comedy', ' Drama', ' Music']",7.2,72,24631,11738022.0,72,94
Ricki and the Flash,2015,PG-13,"['Comedy', ' Drama', ' Music']",5.9,54,22114,26822144.0,59,101
Weather Girl,2009,R,['Comedy'],5.8,47,3025,24573.0,58,92
The Back-up Plan,2010,PG-13,"['Comedy', ' Romance']",5.4,34,47865,37490007.0,54,104
The Cobbler,2014,PG-13,"['Comedy', ' Drama', ' Fantasy']",5.8,23,51292,,58,99
Nancy Drew and the Hidden Staircase,2019,PG,"['Comedy', ' Crime', ' Drama']",5.7,55,3441,,57,89
The Apple Dumpling Gang,1975,,"['Comedy', ' Family', ' Western']",6.5,59,4966,36853000.0,65,100
Breakin',1984,,"['Comedy', ' Drama', ' Music']",5.8,53,5744,38682707.0,58,90
The Pirates! In an Adventure with Scientists!,2012,PG,"['Animation', ' Adventure', ' Comedy']",6.7,73,44219,31051126.0,67,88
Admission,2013,PG-13,"['Comedy', ' Drama', ' Romance']",5.7,48,33054,18004225.0,57,108
Knights of Badassdom,2013,R,"['Action', ' Adventure', ' Comedy']",5.6,56,19009,86796.0,56,145
How to Be a Latin Lover,2017,PG-13,"['Comedy', ' Drama']",6.0,54,13694,32088029.0,60,115
My Beautiful Laundrette,1985,,"['Comedy', ' Drama', ' Romance']",6.8,75,14057,2451545.0,68,97
Butt Boy,2019,,"['Comedy', ' Sci-Fi', ' Thriller']",5.2,56,740,,52,99
Ma vie de Courgette,2016,PG-13,"['Animation', ' Comedy', ' Drama']",7.8,85,20861,292279.0,78,66
Swept Away,2002,R,"['Comedy', ' Romance']",3.6,18,15555,7876.0,36,89
My Father the Hero,1994,PG,"['Comedy', ' Romance']",5.5,42,10400,25479558.0,55,90
The Lords of Flatbush,1974,,"['Comedy', ' Drama', ' Romance']",5.7,53,3529,,57,86
Sextuplets,2019,,['Comedy'],4.4,21,6897,,44,97
Gulliver's Travels,2010,PG,"['Adventure', ' Comedy', ' Family']",4.9,33,64826,42779261.0,49,85
In a World...,2013,R,['Comedy'],6.7,79,30603,2962542.0,67,93
Le charme discret de la bourgeoisie,1972,,['Comedy'],7.9,93,37576,198809.0,79,102
The Marine,2006,PG-13,"['Action', ' Comedy', ' Drama']",4.7,45,32046,18843314.0,47,92
Me and You and Everyone We Know,2005,R,"['Comedy', ' Drama']",7.3,76,34681,3885134.0,73,91
Deuce Bigalow: European Gigolo,2005,R,['Comedy'],4.7,23,47971,22264487.0,47,83
Vampire's Kiss,1988,,"['Comedy', ' Horror']",6.0,31,13970,725131.0,60,103
Amateur Night,2016,,['Comedy'],5.1,38,4483,,51,92
It Could Happen to You,1994,PG,"['Comedy', ' Drama', ' Romance']",6.4,64,34851,37800323.0,64,101
Baby Boom,1987,,"['Comedy', ' Drama', ' Romance']",6.3,53,13557,26712476.0,63,110
Volunteers,1985,,"['Adventure', ' Comedy']",5.5,55,8447,19875740.0,55,107
S1m0ne,2002,PG-13,"['Comedy', ' Drama', ' Sci-Fi']",6.1,49,58311,9680913.0,61,117
Jabberwocky,1977,,"['Adventure', ' Comedy', ' Fantasy']",6.2,61,12955,,62,105
Running Scared,1986,,"['Action', ' Comedy', ' Crime']",6.6,49,11180,38500726.0,66,107
Boo! A Madea Halloween,2016,PG-13,"['Comedy', ' Drama', ' Horror']",4.6,30,7515,73159525.0,46,103
A Long Way Down,2014,R,"['Comedy', ' Drama']",6.4,34,30669,13093.0,64,96
Soapdish,1991,,"['Comedy', ' Romance']",6.6,65,14266,36489888.0,66,97
The Heavenly Kid,1985,,"['Comedy', ' Fantasy', ' Romance']",6.4,30,4292,3852271.0,64,90
The Odd Life of Timothy Green,2012,PG,"['Comedy', ' Drama', ' Family']",6.6,47,44521,51853450.0,66,105
Boys on the Side,1995,R,"['Comedy', ' Drama']",6.5,61,11645,23450000.0,65,115
Greenberg,2010,R,"['Comedy', ' Drama', ' Romance']",6.1,76,35670,4216789.0,61,107
Rock the Kasbah,2015,R,"['Comedy', ' Music', ' War']",5.5,29,10661,2982281.0,55,106
A Shaun the Sheep Movie: Farmageddon,2019,G,"['Animation', ' Adventure', ' Comedy']",6.9,79,7993,,69,86
Bird on a Wire,1990,,"['Action', ' Comedy']",6.0,36,39336,70980000.0,60,110
Summer Rental,1985,PG,['Comedy'],6.3,38,13635,24689703.0,63,87
Gayby,2012,,"['Comedy', ' Drama', ' Romance']",6.0,58,2512,,60,85
Waking Ned,1998,PG,['Comedy'],7.3,71,24767,24788807.0,73,91
Stay Hungry,1976,,"['Comedy', ' Drama']",5.6,60,3969,,56,102
Miss March,2009,R,"['Comedy', ' Romance']",5.0,7,20573,4542775.0,50,90
Raising Helen,2004,PG-13,"['Comedy', ' Drama', ' Romance']",6.0,38,35091,37486138.0,60,119
Mr. Church,2016,PG-13,"['Comedy', ' Drama']",7.6,37,25102,685143.0,76,104
The Animal,2001,PG-13,"['Comedy', ' Sci-Fi']",4.8,43,56400,57743062.0,48,84
You Will Meet a Tall Dark Stranger,2010,R,"['Comedy', ' Drama', ' Romance']",6.3,51,43311,3247816.0,63,98
Six Degrees of Separation,1993,R,"['Comedy', ' Drama', ' Mystery']",6.8,72,19447,6410676.0,68,112
Stuart Little 2,2002,PG,"['Animation', ' Adventure', ' Comedy']",5.5,66,49450,64956806.0,55,77
My Super Ex-Girlfriend,2006,PG-13,"['Comedy', ' Romance', ' Sci-Fi']",5.1,50,61116,22530295.0,51,96
The Out-of-Towners,1999,PG-13,['Comedy'],5.5,33,12846,28535768.0,55,90
Bananas,1971,PG-13,['Comedy'],7.0,67,33474,11800000.0,70,82
Jack Frost,1998,PG,"['Comedy', ' Drama', ' Family']",5.4,40,32144,34545030.0,54,101
"I Love You, Daddy",2017,R,"['Comedy', ' Drama']",6.3,56,3756,,63,123
Chéri,2009,R,"['Comedy', ' Drama', ' Romance']",6.2,63,10521,2708188.0,62,100
5 to 7,2014,R,"['Comedy', ' Drama', ' Romance']",7.1,52,18450,116400.0,71,95
Birthday Girl,2001,R,"['Comedy', ' Crime', ' Thriller']",6.1,51,24151,4919896.0,61,93
Blue Iguana,2018,,"['Action', ' Comedy', ' Crime']",5.5,30,2310,,55,100
The Love Guru,2008,PG-13,"['Comedy', ' Romance', ' Sport']",3.8,24,49934,32235793.0,38,87
Life After Beth,2014,R,"['Comedy', ' Fantasy', ' Horror']",5.6,50,19565,80315.0,56,89
Max Keeble's Big Move,2001,PG,"['Comedy', ' Crime', ' Family']",5.4,40,7324,17292381.0,54,86
Three O'Clock High,1987,,['Comedy'],7.2,36,10749,3685862.0,72,97
The Party,2017,R,"['Comedy', ' Drama']",6.6,73,16492,749827.0,66,71
It Must Be Heaven,2019,,['Comedy'],7.0,69,2888,,70,102
Tacones lejanos,1991,R,"['Comedy', ' Drama', ' Romance']",7.1,51,13607,1710057.0,71,112
The Outcasts,2017,PG-13,['Comedy'],5.5,47,3683,,55,95
Sweet Charity,1969,,"['Comedy', ' Drama', ' Music']",7.0,53,4970,3429452.0,70,149
Thanks for Sharing,2012,R,"['Comedy', ' Drama', ' Romance']",6.4,54,26249,1059239.0,64,112
Torque,2004,PG-13,"['Action', ' Comedy', ' Crime']",4.1,41,26823,21215059.0,41,84
Be Kind Rewind,2008,PG-13,['Comedy'],6.4,52,87974,11169531.0,64,102
Much Ado About Nothing,2012,PG-13,"['Comedy', ' Drama', ' Romance']",7.1,78,15952,4327763.0,71,109
Mickey Blue Eyes,1999,PG-13,"['Comedy', ' Crime', ' Romance']",5.8,49,34574,33864342.0,58,102
For Keeps?,1988,,"['Comedy', ' Drama', ' Romance']",6.0,41,4277,17514553.0,60,90
Youth in Revolt,2009,R,"['Comedy', ' Drama', ' Romance']",6.4,63,71948,15281286.0,64,90
"Faster, Pussycat! Kill! Kill!",1965,,"['Action', ' Comedy']",6.7,65,13543,,67,83
The Family Fang,2015,R,"['Comedy', ' Drama', ' Mystery']",6.1,67,7718,240067.0,61,105
Beer League,2006,R,"['Comedy', ' Sport']",5.9,40,7621,475000.0,59,86
New York Minute,2004,PG,"['Comedy', ' Crime', ' Family']",5.0,33,21491,14018364.0,50,91
Jeux d'enfants,2003,R,"['Comedy', ' Drama', ' Romance']",7.6,45,66548,548707.0,76,93
Alvin and the Chipmunks: Chipwrecked,2011,G,"['Animation', ' Adventure', ' Comedy']",4.3,24,30750,133110742.0,43,87
Gnomeo & Juliet,2011,,"['Animation', ' Adventure', ' Comedy']",5.9,53,51663,99967670.0,59,84
Død snø,2009,,"['Comedy', ' Horror']",6.3,61,63399,41709.0,63,92
Fat Albert,2004,PG,"['Animation', ' Comedy', ' Family']",4.3,39,11125,48116322.0,43,93
Kinky Boots,2005,PG-13,"['Comedy', ' Drama', ' Music']",7.1,57,18071,1819454.0,71,107
Made in Dagenham,2010,R,"['Biography', ' Comedy', ' Drama']",7.2,65,14199,1094798.0,72,113
Simon Birch,1998,PG,"['Comedy', ' Drama', ' Family']",6.8,39,20316,18252684.0,68,114
The Odd Couple,1968,,['Comedy'],7.7,86,30964,44527234.0,77,105
Mope,2019,,"['Comedy', ' Drama']",5.1,48,357,,51,105
Nine Lives,2016,PG,"['Comedy', ' Drama', ' Family']",5.3,11,20555,19637449.0,53,87
Teachers,1984,,"['Comedy', ' Drama']",6.1,39,3810,27774237.0,61,107
Slacker,1990,R,"['Comedy', ' Drama']",7.1,69,19456,1228108.0,71,97
World's Greatest Dad,2009,R,"['Comedy', ' Drama']",6.9,69,36861,221210.0,69,99
I Give It a Year,2013,R,"['Comedy', ' Romance']",5.7,50,35279,32514.0,57,97
Tokyo!,2008,,"['Comedy', ' Drama', ' Fantasy']",7.1,63,9552,351059.0,71,112
Bulletproof Monk,2003,PG-13,"['Action', ' Comedy', ' Fantasy']",5.5,40,47329,23020488.0,55,104
Grind,2003,PG-13,"['Adventure', ' Comedy', ' Sport']",6.0,30,11681,5111630.0,60,105
Astro Boy,2009,PG,"['Animation', ' Action', ' Comedy']",6.3,53,32616,19548064.0,63,94
68 Kill,2017,R,"['Comedy', ' Crime', ' Romance']",6.0,56,4717,,60,93
Jui kuen II,1994,R,"['Action', ' Comedy']",7.6,74,42372,11546543.0,76,102
Four Christmases,2008,PG-13,"['Comedy', ' Drama', ' Romance']",5.7,41,61808,120146040.0,57,88
Hatchet II,2010,R,"['Action', ' Comedy', ' Horror']",5.5,49,12203,62000.0,55,85
Ratchet & Clank,2016,PG,"['Animation', ' Action', ' Adventure']",5.6,29,9716,8549740.0,56,94
Dear White People,2014,R,"['Comedy', ' Drama', ' Romance']",6.1,79,24125,4404154.0,61,108
Shag,1989,,"['Comedy', ' Drama', ' Romance']",6.4,56,3736,6957975.0,64,98
Shocker,1989,,"['Comedy', ' Horror', ' Thriller']",5.5,51,14620,16554699.0,55,109
Mistress America,2015,R,"['Comedy', ' Drama']",6.7,75,24951,2461121.0,67,84
Gong fu yu jia,2017,,"['Action', ' Adventure', ' Comedy']",5.2,50,8689,362657.0,52,107
The Greasy Strangler,2016,,"['Comedy', ' Horror']",5.7,58,6392,43580.0,57,93
The Trip,10– ,,['Comedy'],8.0,82,6619,,80,172
Clockstoppers,2002,PG,"['Action', ' Adventure', ' Comedy']",5.2,40,13287,36985501.0,52,94
Strange Wilderness,2008,R,"['Adventure', ' Comedy']",5.3,12,20782,6563357.0,53,87
Georgia Rule,2007,R,"['Comedy', ' Drama']",5.8,25,23727,18882880.0,58,113
High Anxiety,1977,,"['Comedy', ' Mystery', ' Thriller']",6.7,55,19477,31063038.0,67,94
Mei ren yu,2016,R,"['Comedy', ' Drama', ' Fantasy']",6.2,69,8092,3232685.0,62,94
The Seagull,2018,PG-13,"['Comedy', ' Drama', ' Romance']",5.7,58,3004,1252960.0,57,98
"Mystery, Alaska",1999,R,"['Comedy', ' Drama', ' Sport']",6.7,49,25194,8888143.0,67,119
Keeping the Faith,2000,PG-13,"['Comedy', ' Drama', ' Romance']",6.3,60,49379,37047880.0,63,128
Hung fan kui,1995,R,"['Action', ' Comedy', ' Crime']",6.8,61,38274,32392047.0,68,104
Doctor Dolittle,1967,,"['Adventure', ' Comedy', ' Family']",6.2,34,8395,13516000.0,62,152
Dolemite,1975,,"['Action', ' Comedy', ' Crime']",5.8,67,5237,,58,90
PCU,1994,PG-13,['Comedy'],6.6,42,11874,4350774.0,66,79
Sydney White,2007,PG-13,"['Comedy', ' Drama', ' Romance']",6.2,45,45547,11892415.0,62,108
Johnny Dangerously,1984,,"['Comedy', ' Crime']",6.5,54,13059,,65,90
The Wild Life,1984,,"['Comedy', ' Drama']",6.1,32,2338,11020375.0,61,96
Strike!,1998,PG-13,['Comedy'],6.7,60,6480,968506.0,67,97
Porno,2019,,"['Comedy', ' Horror']",4.9,49,852,,49,98
Return of the Living Dead: Part II,1988,,"['Comedy', ' Horror', ' Sci-Fi']",5.8,45,17942,9205924.0,58,89
Summer Catch,2001,PG-13,"['Comedy', ' Drama', ' Romance']",5.1,21,15028,19693891.0,51,104
The Informant!,2009,R,"['Biography', ' Comedy', ' Crime']",6.4,66,62393,33313582.0,64,108
Charlie Bartlett,2007,R,"['Comedy', ' Drama', ' Romance']",7.0,54,62408,3950294.0,70,97
Stranger than Paradise,1984,,"['Comedy', ' Drama']",7.5,86,33914,2436000.0,75,89
Beauty Shop,2005,PG-13,['Comedy'],5.6,53,16046,36351350.0,56,105
Idioterne,1998,R,"['Comedy', ' Drama']",6.8,47,29340,7235.0,68,117
Celeste & Jesse Forever,2012,R,"['Comedy', ' Drama', ' Romance']",6.6,59,28638,3094687.0,66,92
The ABCs of Death,2012,,"['Comedy', ' Horror']",4.7,43,17886,21660.0,47,129
A Boy and His Dog,1975,,"['Comedy', ' Drama', ' Sci-Fi']",6.5,68,16340,6900000.0,65,91
Wasabi,2001,R,"['Action', ' Drama', ' Comedy']",6.7,53,36989,81525.0,67,94
Fun Size,2012,PG-13,"['Adventure', ' Comedy']",5.4,37,13552,9402410.0,54,86
Duplex,2003,PG-13,['Comedy'],5.9,50,54759,9692135.0,59,89
Spy Hard,1996,PG-13,"['Action', ' Comedy']",5.4,25,35589,29000000.0,54,81
Porky's II: The Next Day,1983,,['Comedy'],5.1,38,10701,33759266.0,51,98
La science des rêves,2006,R,"['Comedy', ' Drama', ' Fantasy']",7.3,70,67243,4663809.0,73,105
Dickie Roberts: Former Child Star,2003,PG-13,['Comedy'],5.6,36,13489,22734486.0,56,98
All of Me,1984,PG,"['Comedy', ' Fantasy', ' Romance']",6.7,68,16438,36403064.0,67,93
Xi you: Xiang mo pian,2013,PG-13,"['Action', ' Adventure', ' Comedy']",6.8,68,11420,18058.0,68,110
Prêt-à-Porter,1994,R,"['Comedy', ' Drama']",5.1,48,14211,11300653.0,51,133
The 51st State,2001,R,"['Action', ' Comedy', ' Crime']",6.3,23,47302,5204007.0,63,93
Run Fatboy Run,2007,PG-13,"['Comedy', ' Romance', ' Sport']",6.6,48,65134,5998971.0,66,100
The Comedian,2016,R,"['Comedy', ' Drama', ' Romance']",5.7,40,6608,1658706.0,57,120
Jenny's Wedding,2015,PG-13,"['Comedy', ' Drama', ' Romance']",5.5,33,10313,2254.0,55,94
Pootie Tang,2001,PG-13,"['Action', ' Adventure', ' Comedy']",5.3,31,13305,3293258.0,53,81
The Rewrite,2014,,"['Comedy', ' Romance']",6.2,51,18172,,62,107
Mascots,2016,,['Comedy'],5.7,57,6613,,57,89
Envy,2004,PG-13,['Comedy'],4.8,31,29636,12181484.0,48,99
Boat Trip,2002,R,['Comedy'],4.9,18,30020,8586376.0,49,94
Happy-Go-Lucky,2008,R,"['Comedy', ' Drama', ' Romance']",7.0,84,37387,3494485.0,70,118
The Ninth Configuration,1980,,"['Comedy', ' Drama', ' Horror']",7.0,46,6285,,70,118
David Brent: Life on the Road,2016,,"['Comedy', ' Music']",6.3,54,18040,,63,96
She-Devil,1989,,['Comedy'],5.7,45,15936,15351421.0,57,99
Any Which Way You Can,1980,,"['Action', ' Comedy']",6.2,51,17169,70687344.0,62,116
Jumping the Broom,2011,PG-13,"['Comedy', ' Drama']",5.7,56,9872,37295394.0,57,112
3 Ninjas: High Noon at Mega Mountain,1998,PG,"['Action', ' Adventure', ' Comedy']",2.9,44,10420,375805.0,29,93
The Object of My Affection,1998,R,"['Comedy', ' Drama', ' Romance']",6.0,51,18555,29106737.0,60,111
Obvious Child,2014,R,"['Comedy', ' Drama', ' Romance']",6.8,76,23417,3122616.0,68,84
Caged Heat,1974,,"['Action', ' Comedy', ' Drama']",5.3,67,2195,,53,83
Never Goin' Back,2018,R,"['Comedy', ' Crime', ' Drama']",6.0,62,2343,61271.0,60,85
Fun Mom Dinner,2017,R,['Comedy'],5.2,46,4633,,52,81
Saving Grace,2000,R,"['Comedy', ' Crime']",6.9,62,17391,12115757.0,69,93
American Splendor,2003,R,"['Biography', ' Comedy', ' Drama']",7.4,90,47131,6003587.0,74,101
Married to the Mob,1988,,"['Comedy', ' Crime', ' Romance']",6.2,71,15788,21486757.0,62,104
Tampopo,1985,,['Comedy'],7.9,87,15256,224097.0,79,114
Viva Las Vegas,1964,,"['Comedy', ' Musical']",6.4,69,6607,5125000.0,64,85
Hatsukoi,2019,,"['Action', ' Comedy', ' Crime']",6.8,77,4254,,68,108
Christmas with the Kranks,2004,PG,"['Comedy', ' Family']",5.4,22,41081,73780539.0,54,99
I Love You to Death,1990,,"['Comedy', ' Crime']",6.4,45,13200,16186793.0,64,97
Flawless,1999,R,"['Comedy', ' Crime', ' Drama']",6.5,50,17524,4485485.0,65,112
Screwballs,1983,,['Comedy'],4.7,34,2803,2082215.0,47,82
Soul Food,1997,R,"['Comedy', ' Drama']",7.1,68,6857,43490057.0,71,115
The Adventures of Pluto Nash,2002,PG-13,"['Action', ' Comedy', ' Sci-Fi']",3.8,12,24257,4420080.0,38,95
"Welcome Home, Roxy Carmichael",1990,,"['Comedy', ' Drama']",5.9,44,4853,3989297.0,59,95
Family,2018,R,['Comedy'],6.3,60,1963,121545.0,63,85
Ernest Scared Stupid,1991,,"['Comedy', ' Family', ' Fantasy']",5.8,38,10458,14143280.0,58,91
The Romantics,2010,PG-13,"['Comedy', ' Drama', ' Romance']",5.1,43,11579,103280.0,51,95
Arthur,2011,PG-13,"['Comedy', ' Romance']",5.7,36,50367,33035397.0,57,110
Observe and Report,2009,R,"['Comedy', ' Crime', ' Drama']",5.8,54,60365,23993605.0,58,86
The Tailor of Panama,2001,R,"['Comedy', ' Drama', ' Thriller']",6.1,66,27576,13729742.0,61,109
The Freshman,1990,,"['Comedy', ' Crime']",6.4,78,18437,21460601.0,64,102
The Clapper,2017,R,"['Comedy', ' Drama']",5.1,21,6229,,51,89
Superstar,1999,PG-13,"['Comedy', ' Romance']",5.2,42,17770,30628981.0,52,81
Ernest Goes to Camp,1987,,"['Comedy', ' Family']",5.5,24,10696,23509382.0,55,92
Duck Soup,1933,,"['Comedy', ' Musical', ' War']",7.8,93,54842,,78,69
The History Boys,2006,R,"['Comedy', ' Drama', ' Romance']",6.8,74,20092,2706659.0,68,109
The Road Within,2014,R,"['Comedy', ' Drama']",7.1,31,13839,,71,100
Summer Night,2019,,"['Comedy', ' Drama']",4.7,49,720,,47,98
Hobo with a Shotgun,2011,,"['Action', ' Comedy', ' Horror']",6.1,55,43579,703002.0,61,86
Irreconcilable Differences,1984,,"['Comedy', ' Drama', ' Romance']",5.8,52,2827,12414210.0,58,113
The Pope of Greenwich Village,1984,,"['Action', ' Comedy', ' Crime']",6.7,58,7674,6139896.0,67,121
The Weather Man,2005,R,"['Comedy', ' Drama']",6.5,61,76859,12482775.0,65,102
A Haunted House 2,2014,R,"['Comedy', ' Fantasy']",4.7,17,19409,17329486.0,47,86
Sugar & Spice,2001,PG-13,"['Comedy', ' Crime']",5.7,48,13367,13276953.0,57,81
All About Nina,2018,R,"['Comedy', ' Drama', ' Romance']",6.0,70,1914,100335.0,60,97
Down to You,2000,PG-13,"['Comedy', ' Drama', ' Romance']",5.0,13,14212,20035310.0,50,91
The Brass Teapot,2012,R,"['Comedy', ' Fantasy', ' Thriller']",6.4,43,14503,6643.0,64,101
The Wild,2006,G,"['Animation', ' Adventure', ' Comedy']",5.3,47,23686,37384046.0,53,95
Top Five,2014,R,"['Comedy', ' Romance']",6.4,81,25550,25277561.0,64,102
The Santa Clause 3: The Escape Clause,2006,G,"['Adventure', ' Comedy', ' Family']",4.7,32,31705,84500122.0,47,97
Bringing Down the House,2003,PG-13,['Comedy'],5.6,39,34484,132716677.0,56,105
"OSS 117: Le Caire, nid d'espions",2006,,"['Action', ' Adventure', ' Comedy']",7.1,62,18157,302752.0,71,99
Liberal Arts,2012,PG-13,"['Comedy', ' Drama', ' Romance']",6.7,55,35604,317190.0,67,97
The Adventures of Ichabod and Mr. Toad,1949,,"['Animation', ' Comedy', ' Family']",7.0,74,12460,,70,68
Action Jackson,1988,,"['Action', ' Comedy', ' Crime']",5.5,36,9919,20257000.0,55,96
