movie,year,rating,genre,imdb,metascore,votes,grosses,n_imdb,runtime_min
The Dilemma,2011,PG-13,"['Comedy', ' Drama']",5.3,46,51372,48475290.0,53,111
Goon,2011,R,"['Comedy', ' Drama', ' Sport']",6.8,64,83051,4168144.0,68,92
Koroshiya 1,2001,R,"['Action', ' Comedy', ' Crime']",7.0,55,51512,20285.0,70,129
Evan Almighty,2007,PG,"['Comedy', ' Family', ' Fantasy']",5.4,37,137601,100462298.0,54,96
Barnyard,2006,PG,"['Animation', ' Adventure', ' Comedy']",5.5,42,27196,72779000.0,55,90
Pump Up the Volume,1990,,"['Comedy', ' Drama', ' Music']",7.2,77,25914,11541758.0,72,102
R.I.P.D.,2013,PG-13,"['Action', ' Adventure', ' Comedy']",5.6,25,116110,33618855.0,56,96
Precious Cargo,2016,R,"['Action', ' Comedy', ' Crime']",4.6,27,8338,,46,90
A Thousand Words,2012,PG-13,"['Comedy', ' Drama']",5.9,26,39770,18438149.0,59,91
Spy Kids 4: All the Time in the World,2011,PG,"['Action', ' Adventure', ' Comedy']",3.5,37,22252,38538188.0,35,89
Confessions of a Shopaholic,2009,PG,"['Comedy', ' Romance']",5.9,38,73655,44277350.0,59,104
Rio 2,2014,G,"['Animation', ' Adventure', ' Comedy']",6.3,49,78210,131538435.0,63,101
Zoom,2006,PG,"['Action', ' Adventure', ' Comedy']",4.4,26,18654,11631245.0,44,93
The Lady in the Van,2015,PG-13,"['Biography', ' Comedy', ' Drama']",6.7,70,25627,10017675.0,67,104
My Tutor,1983,,['Comedy'],5.3,17,3123,22587000.0,53,97
Two Night Stand,2014,R,"['Comedy', ' Romance']",6.4,45,64369,15600.0,64,86
Fired Up!,2009,PG-13,"['Comedy', ' Sport']",6.1,31,41722,17231291.0,61,90
Whiskey Tango Foxtrot,2016,R,"['Biography', ' Comedy', ' Drama']",6.6,57,48864,23049575.0,66,112
Snatched,2017,R,"['Action', ' Adventure', ' Comedy']",4.5,45,32627,45825314.0,45,90
Mississippi Grind,2015,R,"['Comedy', ' Drama']",6.4,77,20199,129747.0,64,108
The Men Who Stare at Goats,2009,R,"['Comedy', ' War']",6.2,54,125771,32416109.0,62,94
Airplane II: The Sequel,1982,,"['Comedy', ' Sci-Fi']",6.2,48,48189,27150534.0,62,85
Cursed,2005,PG-13,"['Comedy', ' Horror']",5.0,31,30126,19297522.0,50,97
A Midsummer Night's Dream,1999,PG-13,"['Comedy', ' Fantasy', ' Romance']",6.4,61,24143,16071990.0,64,116
Casanova,2005,R,"['Adventure', ' Comedy', ' Drama']",6.5,57,51434,11294832.0,65,112
Spy Kids 2: Island of Lost Dreams,2002,PG,"['Action', ' Adventure', ' Comedy']",5.2,66,59447,85846429.0,52,100
Funny Farm,1988,,['Comedy'],6.2,50,19221,25537221.0,62,101
"Mektoub, My Love: Canto Uno",2017,,"['Comedy', ' Romance']",6.4,59,2726,,64,181
The Pink Panther,2006,PG,"['Adventure', ' Comedy', ' Crime']",5.7,38,80418,82226474.0,57,93
Umi yori mo mada fukaku,2016,,"['Comedy', ' Drama']",7.4,84,8999,267773.0,74,118
Dave,1993,PG-13,"['Comedy', ' Romance']",6.8,76,48248,63270710.0,68,110
The Master of Disguise,2002,PG,"['Adventure', ' Comedy', ' Family']",3.4,12,22053,40363530.0,34,80
Corporate Animals,2019,R,"['Comedy', ' Horror']",4.3,31,2230,,43,86
Love & Friendship,2016,PG,"['Comedy', ' Drama', ' Romance']",6.4,87,22729,14013564.0,64,90
Where the Heart Is,2000,PG-13,"['Comedy', ' Drama', ' Romance']",6.8,30,31361,33771174.0,68,120
Laggies,2014,R,"['Comedy', ' Drama', ' Romance']",6.4,63,41355,440338.0,64,99
Man of the Year,2006,PG-13,"['Comedy', ' Drama', ' Romance']",6.2,39,31592,37442180.0,62,115
Ballerina,2016,PG,"['Animation', ' Adventure', ' Comedy']",6.8,48,19139,24702560.0,68,89
She's Out of Control,1989,,['Comedy'],5.4,20,3922,12065892.0,54,90
Uncle Drew,2018,PG-13,"['Comedy', ' Sport']",5.7,57,11739,42469946.0,57,103
The Festival,2018,R,"['Comedy', ' Music', ' Romance']",5.8,57,5640,,58,98
Arthur,1981,,"['Comedy', ' Romance']",6.9,69,25516,95461682.0,69,97
Carrie Pilby,2016,,"['Comedy', ' Drama']",6.6,52,7677,19025.0,66,98
Vegas Vacation,1997,PG,['Comedy'],6.0,20,43754,36429528.0,60,93
Blank Check,1994,PG,"['Comedy', ' Crime', ' Family']",5.3,42,18664,30577969.0,53,93
The Private Lives of Pippa Lee,2009,R,"['Comedy', ' Drama', ' Romance']",6.4,49,12882,,64,98
The Great Race,1965,,"['Action', ' Adventure', ' Comedy']",7.2,71,15845,25333333.0,72,160
Bridget Jones: The Edge of Reason,2004,R,"['Comedy', ' Drama', ' Romance']",6.0,44,103596,40226215.0,60,108
The Spy Next Door,2010,PG,"['Action', ' Comedy', ' Family']",5.4,27,39765,24268828.0,54,94
Moving,1988,,['Comedy'],6.2,36,5071,10815378.0,62,89
L.A. Story,1991,,"['Comedy', ' Drama', ' Fantasy']",6.7,66,29123,28862081.0,67,95
Bio-Dome,1996,PG-13,['Comedy'],4.5,1,25723,26757000.0,45,88
102 Dalmatians,2000,,"['Adventure', ' Comedy', ' Family']",4.9,35,34172,66957026.0,49,100
She's Having a Baby,1988,,"['Comedy', ' Drama', ' Romance']",5.9,41,11184,16031707.0,59,106
Drive Me Crazy,1999,PG-13,"['Comedy', ' Drama', ' Romance']",5.8,42,17919,17845337.0,58,91
Catch-22,1970,,"['Comedy', ' Drama', ' War']",7.1,70,21600,24911670.0,71,122
Big Fat Liar,2002,PG,"['Adventure', ' Comedy', ' Family']",5.4,36,34640,47811275.0,54,88
Aliens in the Attic,2009,PG,"['Adventure', ' Comedy', ' Family']",5.4,42,20491,25200412.0,54,86
Once Bitten,1985,,"['Comedy', ' Drama', ' Fantasy']",5.5,64,13154,10000000.0,55,94
Hoot,2006,PG,"['Adventure', ' Comedy', ' Family']",5.5,46,7802,8080116.0,55,95
Withnail & I,1987,,"['Comedy', ' Drama']",7.7,84,39525,1544889.0,77,107
Bubble Boy,2001,PG-13,"['Adventure', ' Comedy', ' Romance']",5.6,41,29784,5002310.0,56,84
Bulletproof,1996,R,"['Action', ' Comedy', ' Crime']",5.8,30,34717,21162420.0,58,84
Nick and Norah's Infinite Playlist,2008,PG-13,"['Comedy', ' Drama', ' Music']",6.6,64,87675,31487293.0,66,90
Afternoon Delight,2013,R,"['Comedy', ' Drama']",5.7,50,9434,174496.0,57,98
3 Men and a Little Lady,1990,,"['Comedy', ' Drama', ' Family']",5.5,51,22329,71609321.0,55,104
Tangerine,2015,R,"['Comedy', ' Crime', ' Drama']",7.1,86,26412,701837.0,71,88
Toni Erdmann,2016,R,"['Comedy', ' Drama']",7.4,93,43172,1478960.0,74,162
Soul Plane,2004,R,['Comedy'],4.5,33,21460,13922211.0,45,86
Trees Lounge,1996,R,"['Comedy', ' Drama']",7.1,76,13514,695229.0,71,95
28 Days,2000,PG-13,"['Comedy', ' Drama']",6.1,46,43787,37170488.0,61,103
Around the World in 80 Days,2004,PG,"['Action', ' Adventure', ' Comedy']",5.9,49,83575,24008137.0,59,120
Snow Day,2000,PG,"['Adventure', ' Comedy', ' Family']",5.1,34,11381,60020107.0,51,89
The Lego Ninjago Movie,2017,PG,"['Animation', ' Action', ' Adventure']",6.0,55,21845,59281555.0,60,101
Stir Crazy,1980,,"['Comedy', ' Crime']",6.8,56,24838,101300000.0,68,111
About Last Night,2014,R,"['Comedy', ' Romance']",6.1,62,22374,48637684.0,61,100
¡Átame!,1989,NC-17,"['Comedy', ' Crime', ' Drama']",7.0,55,24023,4087361.0,70,101
In Fabric,2018,R,"['Comedy', ' Horror', ' Mystery']",6.3,81,7471,,63,118
Bordello of Blood,1996,R,"['Comedy', ' Fantasy', ' Horror']",5.4,36,13246,5587855.0,54,87
Bad Grandpa,2013,R,['Comedy'],6.5,54,88445,102003019.0,65,92
"Paris, je t'aime",2006,R,"['Comedy', ' Drama', ' Romance']",7.2,66,69965,4857376.0,72,120
The Trouble with Harry,1955,,"['Comedy', ' Mystery']",7.1,74,32924,,71,99
Jungle 2 Jungle,1997,PG,"['Comedy', ' Family']",5.2,42,22474,59925026.0,52,105
The Kentucky Fried Movie,1977,,['Comedy'],6.5,61,16879,,65,83
He Never Died,2015,R,"['Comedy', ' Drama', ' Fantasy']",6.4,72,17172,,64,99
Hardbodies,1984,,['Comedy'],4.9,1,3083,7121719.0,49,88
The War of the Roses,1989,,"['Comedy', ' Romance']",6.8,79,47313,86888546.0,68,116
Rules Don't Apply,2016,PG-13,"['Comedy', ' Drama', ' Romance']",5.7,60,9407,3647836.0,57,127
Surf's Up,2007,PG,"['Animation', ' Comedy', ' Family']",6.7,64,67695,58867694.0,67,85
Cooley High,1975,,"['Comedy', ' Drama', ' Romance']",7.2,72,4085,,72,107
Short Cuts,1993,R,"['Comedy', ' Drama']",7.7,79,41668,6110979.0,77,188
Troop Beverly Hills,1989,,"['Adventure', ' Comedy']",5.8,32,9312,8508843.0,58,105
The Nanny Diaries,2007,PG-13,"['Comedy', ' Drama', ' Romance']",6.2,46,55415,25925170.0,62,106
Noelle,2019,G,"['Comedy', ' Family', ' Fantasy']",6.3,48,10431,,63,100
Next Friday,2000,R,['Comedy'],6.2,41,36148,57328603.0,62,98
A Hard Day's Night,1964,G,"['Comedy', ' Music', ' Musical']",7.6,96,39481,13780024.0,76,87
3000 Miles to Graceland,2001,R,"['Action', ' Comedy', ' Crime']",6.0,21,43308,15738632.0,60,125
Desperately Seeking Susan,1985,,"['Comedy', ' Drama']",6.0,71,20629,27398584.0,60,104
Sierra Burgess Is a Loser,2018,PG-13,"['Comedy', ' Drama', ' Romance']",5.8,60,33663,,58,105
Cats & Dogs: The Revenge of Kitty Galore,2010,PG,"['Action', ' Comedy', ' Family']",4.3,30,13720,43585753.0,43,82
Local Hero,1983,,"['Comedy', ' Drama']",7.3,82,20877,5895761.0,73,111
Extract,2009,R,"['Comedy', ' Crime', ' Romance']",6.1,61,44307,10814185.0,61,92
Mischief,1985,,"['Comedy', ' Romance']",6.6,53,5585,8692426.0,66,97
Siu Lam juk kau,2001,PG,"['Action', ' Comedy', ' Family']",7.3,68,73293,488872.0,73,113
Song of the South,1946,G,"['Animation', ' Comedy', ' Family']",7.1,54,11147,63717040.0,71,94
Alvin and the Chipmunks: The Squeakquel,2009,PG,"['Animation', ' Adventure', ' Comedy']",4.5,41,42742,219614612.0,45,88
Six Pack,1982,,"['Comedy', ' Drama', ' Sport']",6.0,45,2666,20225989.0,60,108
Young People Fucking,2007,,"['Comedy', ' Drama', ' Romance']",6.2,39,18889,,62,87
A Very Harold & Kumar 3D Christmas,2011,R,"['Adventure', ' Comedy']",6.3,61,64686,35033759.0,63,90
Ibiza,2018,,"['Comedy', ' Romance']",5.2,56,15187,,52,94
Wonder Boys,2000,R,"['Comedy', ' Drama']",7.2,73,60641,19389454.0,72,107
Fifty Shades of Black,2016,R,['Comedy'],3.5,28,19208,11686940.0,35,92
Grudge Match,2013,PG-13,"['Comedy', ' Drama', ' Sport']",6.4,35,57044,29807260.0,64,113
The Station Agent,2003,R,"['Comedy', ' Drama']",7.6,81,66669,5739376.0,76,89
What Happens in Vegas,2008,PG-13,"['Comedy', ' Romance']",6.1,36,163398,80277646.0,61,99
Donald Trump's The Art of the Deal: The Movie,ovie,,['Comedy'],5.8,75,3775,,58,50
Night of the Comet,1984,,"['Comedy', ' Horror', ' Sci-Fi']",6.4,59,18041,14418922.0,64,95
Private Life,2018,R,"['Comedy', ' Drama']",7.2,83,14762,,72,123
Dance of the Vampires,1967,,"['Comedy', ' Horror']",7.2,56,28980,,72,108
Batman: The Movie,1966,,"['Adventure', ' Comedy', ' Crime']",6.5,71,29271,,65,105
Blue Hawaii,1961,,"['Comedy', ' Musical']",6.2,58,5397,10440453.0,62,102
Kicking and Screaming,1995,R,"['Comedy', ' Drama', ' Romance']",6.8,75,11251,704543.0,68,96
Tin Cup,1996,R,"['Comedy', ' Drama', ' Romance']",6.4,60,45479,53854588.0,64,135
Waxwork,1988,,"['Comedy', ' Horror']",6.2,41,10684,808114.0,62,95
Guess Who's Coming to Dinner,1967,,"['Comedy', ' Drama']",7.8,63,38496,56700000.0,78,108
The Day Shall Come,2019,,"['Comedy', ' Crime']",5.9,70,2984,,59,87
Seven Brides for Seven Brothers,1954,,"['Comedy', ' Drama', ' Musical']",7.4,75,20871,,74,102
Bernie,2011,PG-13,"['Biography', ' Comedy', ' Crime']",6.8,75,56417,9203192.0,68,99
Teen Titans Go! To the Movies,2018,PG,"['Animation', ' Action', ' Adventure']",6.8,69,15907,29562341.0,68,84
TMNT,2007,PG,"['Animation', ' Action', ' Adventure']",6.2,41,60691,54149098.0,62,87
Shanghai Noon,2000,PG-13,"['Action', ' Adventure', ' Comedy']",6.6,77,117783,56937502.0,66,110
One Crazy Summer,1986,,"['Comedy', ' Romance']",6.5,47,13784,13431806.0,65,93
Mr. Mom,1983,,"['Comedy', ' Drama']",6.5,50,20610,64800000.0,65,91
Turist,2014,R,"['Comedy', ' Drama']",7.3,87,47737,1358561.0,73,120
Beginners,2010,R,"['Comedy', ' Drama', ' Romance']",7.2,81,86872,5790894.0,72,105
Miss Pettigrew Lives for a Day,2008,PG-13,"['Comedy', ' Romance']",7.1,63,26145,12294036.0,71,92
A Walk in the Woods,2015,R,"['Adventure', ' Biography', ' Comedy']",6.3,51,24184,29467855.0,63,104
The Toxic Avenger,1984,,"['Action', ' Comedy', ' Horror']",6.3,42,24695,,63,82
Hesher,2010,R,"['Comedy', ' Crime', ' Drama']",7.0,45,50247,382946.0,70,106
Secrets & Lies,1996,R,"['Comedy', ' Drama']",8.0,91,36612,13417292.0,80,136
The Peanuts Movie,2015,G,"['Animation', ' Comedy', ' Family']",7.1,67,41568,130178411.0,71,88
Zombie Strippers!,2008,R,"['Comedy', ' Horror', ' Sci-Fi']",4.1,45,17497,,41,94
Tales from the Darkside: The Movie,1990,,"['Comedy', ' Fantasy', ' Horror']",6.3,54,14981,16324573.0,63,93
Sell By,2019,,"['Comedy', ' Drama', ' Romance']",5.5,42,658,,55,94
Down Periscope,1996,PG-13,['Comedy'],6.2,39,20738,25785603.0,62,92
Winnie the Pooh,2011,,"['Animation', ' Adventure', ' Comedy']",7.2,74,21357,26692846.0,72,63
Bad Words,2013,R,"['Comedy', ' Drama']",6.6,57,45998,7764027.0,66,89
Last Flag Flying,2017,R,"['Comedy', ' Drama', ' War']",6.9,65,22006,965481.0,69,125
Balls of Fury,2007,PG-13,"['Comedy', ' Crime', ' Sport']",5.3,38,40329,32844290.0,53,90
After the Sunset,2004,PG-13,"['Action', ' Comedy', ' Crime']",6.3,38,44185,28331233.0,63,97
Analyze This,1999,R,"['Comedy', ' Crime']",6.7,61,144141,106885658.0,67,103
Nowhere,1997,R,"['Comedy', ' Drama', ' Sci-Fi']",6.5,44,8112,27354.0,65,82
Drillbit Taylor,2008,PG-13,"['Action', ' Comedy', ' Crime']",5.7,41,57620,32853640.0,57,110
The Naked Gun 2½: The Smell of Fear,1991,,"['Comedy', ' Crime']",6.9,65,103514,86930411.0,69,85
King Cobra,2016,,"['Comedy', ' Crime', ' Drama']",5.6,48,7993,28505.0,56,91
Lucky,2017,,"['Comedy', ' Drama']",7.3,80,18351,955925.0,73,88
Police Academy 4: Citizens on Patrol,1987,,"['Comedy', ' Crime']",5.0,26,39660,28061343.0,50,88
Joe Versus the Volcano,1990,,"['Comedy', ' Romance']",5.8,45,34032,39404261.0,58,102
Miss Meadows,2014,,"['Comedy', ' Crime', ' Drama']",5.7,43,7496,,57,88
W.,2008,PG-13,"['Biography', ' Comedy', ' Drama']",6.3,56,45680,25534493.0,63,129
Ride Along 2,2016,PG-13,"['Action', ' Comedy', ' Crime']",5.9,32,52555,91221830.0,59,102
Doc Hollywood,1991,,"['Comedy', ' Drama', ' Romance']",6.2,56,32572,54830779.0,62,104
The Adventures of Rocky & Bullwinkle,2000,PG,"['Animation', ' Adventure', ' Comedy']",4.2,36,19163,26000610.0,42,92
Heartburn,1986,,"['Comedy', ' Drama']",6.1,49,9310,25314289.0,61,108
Shanghai Knights,2003,PG-13,"['Action', ' Adventure', ' Comedy']",6.2,58,98986,60476872.0,62,114
Come As You Are,2019,,"['Comedy', ' Drama']",6.8,71,1292,,68,106
Forces of Nature,1999,PG-13,"['Comedy', ' Romance']",5.4,46,31907,52888180.0,54,105
The Rocker,2008,PG-13,"['Comedy', ' Music']",6.2,53,36438,6409528.0,62,102
Police Academy 2: Their First Assignment,1985,,['Comedy'],5.8,39,50612,55600000.0,58,87
Cooties,2014,R,"['Action', ' Comedy', ' Horror']",5.7,49,22493,55749.0,57,88
Madea's Big Happy Family,2011,PG-13,"['Comedy', ' Drama']",4.7,45,7372,53345287.0,47,106
Baby Mama,2008,PG-13,"['Comedy', ' Romance']",6.0,55,41796,60269340.0,60,99
Trois couleurs: Blanc,1994,R,"['Comedy', ' Drama', ' Romance']",7.6,88,62200,1464625.0,76,92
Turner & Hooch,1989,,"['Comedy', ' Crime', ' Drama']",6.2,36,63156,71079915.0,62,97
Looney Tunes: Back in Action,2003,PG,"['Animation', ' Adventure', ' Comedy']",5.7,64,32535,20991364.0,57,93
Other People,2016,,"['Comedy', ' Drama']",6.8,67,9251,93000.0,68,97
Detroit Rock City,1999,R,"['Comedy', ' Music']",6.9,33,35001,4217115.0,69,95
The Perfect Score,2004,PG-13,"['Comedy', ' Crime']",5.7,35,23418,10387706.0,57,93
The Story of Us,1999,R,"['Comedy', ' Drama', ' Romance']",6.0,37,21372,27067160.0,60,95
Defending Your Life,1991,,"['Comedy', ' Drama', ' Fantasy']",7.2,63,16615,16371128.0,72,112
French Kiss,1995,PG-13,"['Comedy', ' Drama', ' Romance']",6.6,50,46275,38896854.0,66,111
Kazaam,1996,PG,"['Comedy', ' Family', ' Fantasy']",3.0,24,22830,18876581.0,30,93
Toys,1992,PG-13,"['Adventure', ' Comedy', ' Drama']",5.1,40,30115,21452082.0,51,118
Return to Me,2000,PG,"['Comedy', ' Drama', ' Romance']",6.9,54,19384,32662299.0,69,115
Brewster's Millions,1985,,['Comedy'],6.5,37,34979,38800000.0,65,102
To Rome with Love,2012,R,"['Comedy', ' Music', ' Romance']",6.3,54,83328,16685867.0,63,112
Jingle All the Way,1996,PG,"['Adventure', ' Comedy', ' Family']",5.6,34,89524,60573641.0,56,89
"Mektoub, My Love: Intermezzo",2019,,"['Comedy', ' Drama', ' Romance']",3.9,10,301,,39,212
All About Steve,2009,PG-13,"['Comedy', ' Romance']",4.8,17,39318,33860010.0,48,99
Real Life,1979,,['Comedy'],7.0,64,2647,,70,99
Remo Williams: The Adventure Begins,1985,,"['Action', ' Adventure', ' Comedy']",6.5,46,10907,,65,121
License to Drive,1988,,['Comedy'],6.4,36,17905,22433275.0,64,88
Stakeout,1987,,"['Action', ' Comedy', ' Crime']",6.6,69,23073,65673233.0,66,117
In the Loop,2009,,['Comedy'],7.4,83,53820,2384044.0,74,106
Runaway Bride,1999,PG,"['Comedy', ' Romance']",5.6,39,91316,152257509.0,56,116
What We Did on Our Holiday,2014,PG-13,"['Comedy', ' Drama']",6.9,54,19436,,69,95
Blue Streak,1999,PG-13,"['Action', ' Comedy', ' Crime']",6.3,46,73814,68518533.0,63,93
The Campaign,2012,R,['Comedy'],6.1,50,123267,86907746.0,61,85
Good Bye Lenin!,2003,R,"['Comedy', ' Drama', ' Romance']",7.7,68,135968,4064200.0,77,121
Diary of a Wimpy Kid: The Long Haul,2017,PG,"['Comedy', ' Family']",4.3,39,6846,20638993.0,43,91
Zombeavers,2014,R,"['Comedy', ' Horror']",4.8,44,16380,8163.0,48,77
The Hospital,1971,PG-13,"['Comedy', ' Drama', ' Mystery']",7.2,72,5476,19711560.0,72,103
Your Sister's Sister,2011,R,"['Comedy', ' Drama', ' Romance']",6.7,72,25884,1573712.0,67,90
Private Lessons,1981,,['Comedy'],5.2,34,3263,26279000.0,52,87
Every Which Way but Loose,1978,,"['Action', ' Comedy']",6.4,41,22776,106000000.0,64,114
Boomerang,1992,R,"['Comedy', ' Drama', ' Romance']",5.5,45,25419,70100000.0,55,117
Calvary,2014,R,"['Comedy', ' Drama']",7.4,77,55199,3593460.0,74,102
Middle Men,2009,R,"['Comedy', ' Crime', ' Drama']",6.8,60,36317,723714.0,68,105
Muppet Treasure Island,1996,,"['Action', ' Adventure', ' Comedy']",7.0,64,21057,33609000.0,70,99
Shall We Dance,2004,PG-13,"['Comedy', ' Drama', ' Music']",6.1,47,42943,57890460.0,61,106
Very Bad Things,1998,R,"['Comedy', ' Crime', ' Thriller']",6.4,31,44517,9801782.0,64,100
Krystal,2017,R,"['Comedy', ' Drama']",5.4,39,1285,37516.0,54,90
Ideal Home,2018,,"['Comedy', ' Drama']",6.4,62,7401,,64,91
Friends with Money,2006,R,"['Comedy', ' Drama', ' Romance']",5.7,68,26991,13367101.0,57,88
She's Funny That Way,2014,R,"['Comedy', ' Drama']",6.1,45,24016,88460.0,61,93
Blame It on Rio,1984,,"['Comedy', ' Romance']",5.8,22,9782,18644570.0,58,100
Anna and the Apocalypse,2017,R,"['Comedy', ' Horror', ' Musical']",6.0,63,9249,545597.0,60,93
Ging chaat goo si,1985,PG-13,"['Action', ' Comedy', ' Crime']",7.6,78,28618,113164.0,76,100
Troll,1986,,"['Comedy', ' Fantasy', ' Horror']",4.5,30,9064,5450815.0,45,82
Stalag 17,1953,,"['Comedy', ' Drama', ' War']",8.0,84,50401,,80,120
Elektra Luxx,2010,R,"['Comedy', ' Drama']",5.1,50,6896,10822.0,51,104
Feast,2005,R,"['Action', ' Comedy', ' Horror']",6.3,43,29348,54556.0,63,95
House II: The Second Story,1987,,"['Comedy', ' Fantasy', ' Horror']",5.4,31,9973,7800000.0,54,88
Must Love Dogs,2005,PG-13,"['Comedy', ' Romance']",5.9,46,30310,43894863.0,59,98
The Double,2013,R,"['Comedy', ' Drama', ' Mystery']",6.5,68,46663,200268.0,65,93
Changeland,2019,R,"['Comedy', ' Drama']",5.7,42,1519,,57,86
Whatever It Takes,2000,PG-13,"['Comedy', ' Drama', ' Romance']",5.5,20,9754,8735529.0,55,94
Jue di tao wang,2016,PG-13,"['Action', ' Adventure', ' Comedy']",5.7,50,18869,1792.0,57,107
The Night Before,2015,R,"['Comedy', ' Fantasy']",6.4,58,63509,43035725.0,64,101
Choke,2008,R,"['Comedy', ' Drama']",6.4,47,31277,2926565.0,64,92
Ravenous,1999,R,"['Adventure', ' Comedy', ' Horror']",7.0,46,36101,2060953.0,70,101
Diner,1982,,"['Comedy', ' Drama']",7.1,82,18280,14100000.0,71,110
A Lot Like Love,2005,PG-13,"['Comedy', ' Drama', ' Romance']",6.6,48,66710,21835784.0,66,107
Ladies in Black,2018,PG,"['Comedy', ' Drama', ' Romance']",6.7,65,5188,,67,109
Serial Mom,1994,R,"['Comedy', ' Crime', ' Thriller']",6.8,64,26492,7881335.0,68,95
Jumpin' Jack Flash,1986,,"['Comedy', ' Romance', ' Thriller']",5.9,52,17884,25587804.0,59,105
Semi-Pro,2008,R,"['Comedy', ' Sport']",5.8,47,77554,33472850.0,58,91
5 Flights Up,2014,PG-13,"['Comedy', ' Drama']",6.2,55,9189,1013061.0,62,88
Ice Princess,2005,G,"['Comedy', ' Drama', ' Family']",6.0,55,24476,24381334.0,60,98
Dragnet,1987,,"['Comedy', ' Crime']",6.0,62,31310,57387516.0,60,106
Something Wild,1986,,"['Comedy', ' Crime', ' Romance']",6.9,73,15891,8362969.0,69,114
Super Troopers 2,2018,R,"['Comedy', ' Crime', ' Mystery']",6.1,41,23356,30617396.0,61,100
Mandibules,2020,,"['Comedy', ' Fantasy']",6.5,75,72,,65,77
The Longest Week,2014,PG-13,"['Comedy', ' Drama', ' Romance']",5.4,34,11343,,54,86
Frank,2014,R,"['Comedy', ' Drama', ' Music']",7.0,75,74006,644906.0,70,95
Agent Cody Banks,2003,PG,"['Action', ' Adventure', ' Comedy']",5.1,41,32543,47811138.0,51,102
Night on Earth,1991,R,"['Comedy', ' Drama']",7.8,68,54185,2015810.0,78,129
Private Resort,1985,,['Comedy'],5.3,34,7492,331816.0,53,82
Mr. Magorium's Wonder Emporium,2007,G,"['Comedy', ' Family', ' Fantasy']",6.2,48,42118,32061555.0,62,93
Waitress,2007,PG-13,"['Comedy', ' Drama', ' Romance']",7.0,75,43231,19067631.0,70,108
An Evening with Beverly Luff Linn,2018,R,"['Comedy', ' Crime']",5.7,54,4274,5212.0,57,108
"No Retreat, No Surrender",1986,,"['Action', ' Comedy', ' Crime']",5.7,30,15325,4662137.0,57,85
The Ice Pirates,1984,,"['Action', ' Adventure', ' Comedy']",5.7,44,9724,14255801.0,57,91
Happy Feet Two,2011,PG,"['Animation', ' Adventure', ' Comedy']",5.9,50,40989,64006466.0,59,117
Someone Like You...,2001,PG-13,"['Comedy', ' Romance']",6.1,32,23240,27338033.0,61,97
Drinking Buddies,2013,R,"['Comedy', ' Drama', ' Romance']",6.1,71,55533,342936.0,61,90
*batteries not included,1987,,"['Comedy', ' Family', ' Fantasy']",6.7,54,30888,32945797.0,67,106
Slaughterhouse-Five,1972,,"['Comedy', ' Drama', ' Sci-Fi']",6.9,66,11976,569618.0,69,104
The Sessions,2012,R,"['Biography', ' Comedy', ' Drama']",7.2,79,40940,6002451.0,72,95
Bolero,1984,,"['Comedy', ' Drama', ' Romance']",3.0,13,4930,8914881.0,30,105
The World According to Garp,1982,,"['Comedy', ' Drama']",7.2,63,24572,29712172.0,72,136
The Bonfire of the Vanities,1990,R,"['Comedy', ' Drama', ' Romance']",5.6,27,21370,15691192.0,56,125
Alvin and the Chipmunks: The Road Chip,2015,PG,"['Animation', ' Adventure', ' Comedy']",5.0,33,16369,85886987.0,50,92
